File ID,File Name,MIME Type,Size (bytes),View URL,Download URL,Category,Subcategory,Make,Clarity Model Name,Class,Orientation,UPC,Model Number,Scan Datetime,Capture Source
1u7eFRkBtapwA_dzKMLIwhlJOxBCUT0kP,194252528501_GradeA_down_20250821_083226_full.tiff,image/tiff,24896318,https://drive.google.com/file/d/1u7eFRkBtapwA_dzKMLIwhlJOxBCUT0kP/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1u7eFRkBtapwA_dzKMLIwhlJOxBCUT0kP,Electronics,Tablets,Apple,iPad Mini 6,Grade_A,Face_Down,194252528501,MK7R3FD/A,2025-08-21T08:32:26,Elgato
1ihfFMcvfKpbZ-Fs0d_M664tEsx8jtMOz,194252528501_GradeA_down_20250821_083215_full.tiff,image/tiff,24896318,https://drive.google.com/file/d/1ihfFMcvfKpbZ-Fs0d_M664tEsx8jtMOz/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1ihfFMcvfKpbZ-Fs0d_M664tEsx8jtMOz,Electronics,Tablets,Apple,iPad Mini 6,Grade_A,Face_Down,194252528501,MK7R3FD/A,2025-08-21T08:32:15,Elgato
1D2EFYpe4JU-B3U_yFbOsdLMQ0THpDj8v,194252528501_GradeA_down_20250821_083206_full.tiff,image/tiff,24896318,https://drive.google.com/file/d/1D2EFYpe4JU-B3U_yFbOsdLMQ0THpDj8v/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1D2EFYpe4JU-B3U_yFbOsdLMQ0THpDj8v,Electronics,Tablets,Apple,iPad Mini 6,Grade_A,Face_Down,194252528501,MK7R3FD/A,2025-08-21T08:32:06,Elgato
1-WQ1ThSv8iXdTcFfq_b99AYT1jRWCruN,194252528501_GradeA_up_20250821_083156_full.tiff,image/tiff,24896318,https://drive.google.com/file/d/1-WQ1ThSv8iXdTcFfq_b99AYT1jRWCruN/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1-WQ1ThSv8iXdTcFfq_b99AYT1jRWCruN,Electronics,Tablets,Apple,iPad Mini 6,Grade_A,Face_Up,194252528501,MK7R3FD/A,2025-08-21T08:31:56,Elgato
1XtnI_A9OSOBpCIYt2Qf7_h9xjRpbbYHd,194252528501_GradeA_up_20250821_083144_full.tiff,image/tiff,24896318,https://drive.google.com/file/d/1XtnI_A9OSOBpCIYt2Qf7_h9xjRpbbYHd/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1XtnI_A9OSOBpCIYt2Qf7_h9xjRpbbYHd,Electronics,Tablets,Apple,iPad Mini 6,Grade_A,Face_Up,194252528501,MK7R3FD/A,2025-08-21T08:31:44,Elgato
1Wg9rJ2WJsaC8voQ_z0b7rWtsOXnUb-0f,194252528501_GradeA_up_20250821_083133_full.tiff,image/tiff,24896318,https://drive.google.com/file/d/1Wg9rJ2WJsaC8voQ_z0b7rWtsOXnUb-0f/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1Wg9rJ2WJsaC8voQ_z0b7rWtsOXnUb-0f,Electronics,Tablets,Apple,iPad Mini 6,Grade_A,Face_Up,194252528501,MK7R3FD/A,2025-08-21T08:31:33,Elgato
1tihPRjz3y7ibr9XJU__ygZ3Kw-X5zOOy,194252525999_GradeA_down_20250821_083105_full.tiff,image/tiff,24896318,https://drive.google.com/file/d/1tihPRjz3y7ibr9XJU__ygZ3Kw-X5zOOy/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1tihPRjz3y7ibr9XJU__ygZ3Kw-X5zOOy,Electronics,Tablets,Apple,iPad Mini 6,Grade_A,Face_Down,194252525999,3J362LL/A,2025-08-21T08:31:05,Elgato
1WD4ZFV5a5K8cGfH51WjcdwQAY3ECz1j8,194252525999_GradeA_down_20250821_083055_full.tiff,image/tiff,24896318,https://drive.google.com/file/d/1WD4ZFV5a5K8cGfH51WjcdwQAY3ECz1j8/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1WD4ZFV5a5K8cGfH51WjcdwQAY3ECz1j8,Electronics,Tablets,Apple,iPad Mini 6,Grade_A,Face_Down,194252525999,3J362LL/A,2025-08-21T08:30:55,Elgato
11V4kBK8jHN3rCm8TBHeNhuX5V27GKIAa,194252525999_GradeA_down_20250821_083045_full.tiff,image/tiff,24896318,https://drive.google.com/file/d/11V4kBK8jHN3rCm8TBHeNhuX5V27GKIAa/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=11V4kBK8jHN3rCm8TBHeNhuX5V27GKIAa,Electronics,Tablets,Apple,iPad Mini 6,Grade_A,Face_Down,194252525999,3J362LL/A,2025-08-21T08:30:45,Elgato
1NF2M-6vpg330eTphRd9O9V-DNsyXpevh,194252525999_GradeA_up_20250821_083033_full.tiff,image/tiff,24896318,https://drive.google.com/file/d/1NF2M-6vpg330eTphRd9O9V-DNsyXpevh/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1NF2M-6vpg330eTphRd9O9V-DNsyXpevh,Electronics,Tablets,Apple,iPad Mini 6,Grade_A,Face_Up,194252525999,3J362LL/A,2025-08-21T08:30:33,Elgato
1uIFJCBHlP_5fEPYShdL8BzII57K7LzDP,194252525999_GradeA_up_20250821_083023_full.tiff,image/tiff,24896318,https://drive.google.com/file/d/1uIFJCBHlP_5fEPYShdL8BzII57K7LzDP/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1uIFJCBHlP_5fEPYShdL8BzII57K7LzDP,Electronics,Tablets,Apple,iPad Mini 6,Grade_A,Face_Up,194252525999,3J362LL/A,2025-08-21T08:30:23,Elgato
1dRXcKDUA_eOlZcfWCHYyz9zaC_r0reSF,194252525999_GradeA_up_20250821_083013_full.tiff,image/tiff,24896318,https://drive.google.com/file/d/1dRXcKDUA_eOlZcfWCHYyz9zaC_r0reSF/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1dRXcKDUA_eOlZcfWCHYyz9zaC_r0reSF,Electronics,Tablets,Apple,iPad Mini 6,Grade_A,Face_Up,194252525999,3J362LL/A,2025-08-21T08:30:13,Elgato
1AE_Ry7i_p-c9l7er8x59vZQbVpBsT7nU,194252527962_GradeA_down_20250821_082948_full.tiff,image/tiff,24896318,https://drive.google.com/file/d/1AE_Ry7i_p-c9l7er8x59vZQbVpBsT7nU/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1AE_Ry7i_p-c9l7er8x59vZQbVpBsT7nU,Electronics,Tablets,Apple,iPad Mini 6,Grade_A,Face_Down,194252527962,MK7P3LL/A,2025-08-21T08:29:48,Elgato
1_3X6nBfDICIrFmdYihpb-x6qP1CXyVpR,194252527962_GradeA_down_20250821_082938_full.tiff,image/tiff,24896318,https://drive.google.com/file/d/1_3X6nBfDICIrFmdYihpb-x6qP1CXyVpR/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1_3X6nBfDICIrFmdYihpb-x6qP1CXyVpR,Electronics,Tablets,Apple,iPad Mini 6,Grade_A,Face_Down,194252527962,MK7P3LL/A,2025-08-21T08:29:38,Elgato
1t9CMY58IE1BV1QYttVc4Bk9ObAna5qLW,194252527962_GradeA_down_20250821_082928_full.tiff,image/tiff,24896318,https://drive.google.com/file/d/1t9CMY58IE1BV1QYttVc4Bk9ObAna5qLW/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1t9CMY58IE1BV1QYttVc4Bk9ObAna5qLW,Electronics,Tablets,Apple,iPad Mini 6,Grade_A,Face_Down,194252527962,MK7P3LL/A,2025-08-21T08:29:28,Elgato
1Xg0UVHgFndGnDWzlUpO5xMGOn_T0jkeK,194252527962_GradeA_up_20250821_082916_full.tiff,image/tiff,24896318,https://drive.google.com/file/d/1Xg0UVHgFndGnDWzlUpO5xMGOn_T0jkeK/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1Xg0UVHgFndGnDWzlUpO5xMGOn_T0jkeK,Electronics,Tablets,Apple,iPad Mini 6,Grade_A,Face_Up,194252527962,MK7P3LL/A,2025-08-21T08:29:16,Elgato
1yONmwqsiEEvCOFEAHBxmidai_NU1o4qs,194252527962_GradeA_up_20250821_082903_full.tiff,image/tiff,24896318,https://drive.google.com/file/d/1yONmwqsiEEvCOFEAHBxmidai_NU1o4qs/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1yONmwqsiEEvCOFEAHBxmidai_NU1o4qs,Electronics,Tablets,Apple,iPad Mini 6,Grade_A,Face_Up,194252527962,MK7P3LL/A,2025-08-21T08:29:03,Elgato
19vxsEqs-9RmwU1xKudX11bX9JKumYv60,194252527962_GradeA_up_20250821_082852_full.tiff,image/tiff,24896318,https://drive.google.com/file/d/19vxsEqs-9RmwU1xKudX11bX9JKumYv60/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=19vxsEqs-9RmwU1xKudX11bX9JKumYv60,Electronics,Tablets,Apple,iPad Mini 6,Grade_A,Face_Up,194252527962,MK7P3LL/A,2025-08-21T08:28:52,Elgato
1ym_AvUSdMHHzq0X_qG0zNrDNuQKIIZqe,195950084931_GradeA_down_20250821_082747_full.tiff,image/tiff,24896318,https://drive.google.com/file/d/1ym_AvUSdMHHzq0X_qG0zNrDNuQKIIZqe/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1ym_AvUSdMHHzq0X_qG0zNrDNuQKIIZqe,Electronics,Tablets,Apple,iPad 11,Grade_A,Face_Down,195950084931,3N789LL/A,2025-08-21T08:27:47,Elgato
1AqGuAELNHeBhcSmEyfxHm3hVDdc8mOKb,195950084931_GradeA_down_20250821_082735_full.tiff,image/tiff,24896318,https://drive.google.com/file/d/1AqGuAELNHeBhcSmEyfxHm3hVDdc8mOKb/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1AqGuAELNHeBhcSmEyfxHm3hVDdc8mOKb,Electronics,Tablets,Apple,iPad 11,Grade_A,Face_Down,195950084931,3N789LL/A,2025-08-21T08:27:35,Elgato
1fpSE-RMolpZFku2fLB3qG13_lwE2rrst,195950084931_GradeA_down_20250821_082724_full.tiff,image/tiff,24896318,https://drive.google.com/file/d/1fpSE-RMolpZFku2fLB3qG13_lwE2rrst/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1fpSE-RMolpZFku2fLB3qG13_lwE2rrst,Electronics,Tablets,Apple,iPad 11,Grade_A,Face_Down,195950084931,3N789LL/A,2025-08-21T08:27:24,Elgato
15_MhWb66-UpMIpnDWjedAymGCcKYT30P,195950084931_GradeA_up_20250821_082715_full.tiff,image/tiff,24896318,https://drive.google.com/file/d/15_MhWb66-UpMIpnDWjedAymGCcKYT30P/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=15_MhWb66-UpMIpnDWjedAymGCcKYT30P,Electronics,Tablets,Apple,iPad 11,Grade_A,Face_Up,195950084931,3N789LL/A,2025-08-21T08:27:15,Elgato
1X0s4goVzoYlV9mh2U_Xj6skFTWhkt6Ou,195950084931_GradeA_up_20250821_082705_full.tiff,image/tiff,24896318,https://drive.google.com/file/d/1X0s4goVzoYlV9mh2U_Xj6skFTWhkt6Ou/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1X0s4goVzoYlV9mh2U_Xj6skFTWhkt6Ou,Electronics,Tablets,Apple,iPad 11,Grade_A,Face_Up,195950084931,3N789LL/A,2025-08-21T08:27:05,Elgato
1riYpIBruAx3Uzl0l7NYlcqmpsUabaAsh,195950084931_GradeA_up_20250821_082655_full.tiff,image/tiff,24896318,https://drive.google.com/file/d/1riYpIBruAx3Uzl0l7NYlcqmpsUabaAsh/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1riYpIBruAx3Uzl0l7NYlcqmpsUabaAsh,Electronics,Tablets,Apple,iPad 11,Grade_A,Face_Up,195950084931,3N789LL/A,2025-08-21T08:26:55,Elgato
1zJF0g9MtANNNDBB-knW62ZFubxvY_EH0,195950084931_GradeA_down_20250821_082627_full.tiff,image/tiff,24896318,https://drive.google.com/file/d/1zJF0g9MtANNNDBB-knW62ZFubxvY_EH0/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1zJF0g9MtANNNDBB-knW62ZFubxvY_EH0,Electronics,Tablets,Apple,iPad 11,Grade_A,Face_Down,195950084931,3N789LL/A,2025-08-21T08:26:27,Elgato
1s5gzKcz1046an3wEFua_2j9E3xHR8_aJ,195950084931_GradeA_down_20250821_082617_full.tiff,image/tiff,24896318,https://drive.google.com/file/d/1s5gzKcz1046an3wEFua_2j9E3xHR8_aJ/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1s5gzKcz1046an3wEFua_2j9E3xHR8_aJ,Electronics,Tablets,Apple,iPad 11,Grade_A,Face_Down,195950084931,3N789LL/A,2025-08-21T08:26:17,Elgato
16EgnJe0HHfF4ZDwjNBvTWJd70_m3pIIn,195950084931_GradeA_down_20250821_082603_full.tiff,image/tiff,24896318,https://drive.google.com/file/d/16EgnJe0HHfF4ZDwjNBvTWJd70_m3pIIn/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=16EgnJe0HHfF4ZDwjNBvTWJd70_m3pIIn,Electronics,Tablets,Apple,iPad 11,Grade_A,Face_Down,195950084931,3N789LL/A,2025-08-21T08:26:03,Elgato
13VHozkN0CnCAp4CEH2K-LxMn2sburx33,195950084931_GradeA_up_20250821_082551_full.tiff,image/tiff,24896318,https://drive.google.com/file/d/13VHozkN0CnCAp4CEH2K-LxMn2sburx33/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=13VHozkN0CnCAp4CEH2K-LxMn2sburx33,Electronics,Tablets,Apple,iPad 11,Grade_A,Face_Up,195950084931,3N789LL/A,2025-08-21T08:25:51,Elgato
1lYxZfp-Xkc1eYEN1b0y_jt1gUfrwmQUn,195950084931_GradeA_up_20250821_082539_full.tiff,image/tiff,24896318,https://drive.google.com/file/d/1lYxZfp-Xkc1eYEN1b0y_jt1gUfrwmQUn/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1lYxZfp-Xkc1eYEN1b0y_jt1gUfrwmQUn,Electronics,Tablets,Apple,iPad 11,Grade_A,Face_Up,195950084931,3N789LL/A,2025-08-21T08:25:39,Elgato
17yWMtskuE5qCEF4KsJZjxlaoWt39hc2t,195950084931_GradeA_up_20250821_082526_full.tiff,image/tiff,24896318,https://drive.google.com/file/d/17yWMtskuE5qCEF4KsJZjxlaoWt39hc2t/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=17yWMtskuE5qCEF4KsJZjxlaoWt39hc2t,Electronics,Tablets,Apple,iPad 11,Grade_A,Face_Up,195950084931,3N789LL/A,2025-08-21T08:25:26,Elgato
1eEN1vv-hzmG1KYqG1SLzLzG_n3xXhfze,195950084931_GradeA_down_20250821_082456_full.tiff,image/tiff,24896318,https://drive.google.com/file/d/1eEN1vv-hzmG1KYqG1SLzLzG_n3xXhfze/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1eEN1vv-hzmG1KYqG1SLzLzG_n3xXhfze,Electronics,Tablets,Apple,iPad 11,Grade_A,Face_Down,195950084931,3N789LL/A,2025-08-21T08:24:56,Elgato
19XOQ9U4wdEyPqmXDqv-7FCU_3ryHmwVZ,195950084931_GradeA_down_20250821_082446_full.tiff,image/tiff,24896318,https://drive.google.com/file/d/19XOQ9U4wdEyPqmXDqv-7FCU_3ryHmwVZ/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=19XOQ9U4wdEyPqmXDqv-7FCU_3ryHmwVZ,Electronics,Tablets,Apple,iPad 11,Grade_A,Face_Down,195950084931,3N789LL/A,2025-08-21T08:24:46,Elgato
1fvd2cjjkLvcl-DgWfBdER5xb7jNRusLX,195950084931_GradeA_down_20250821_082436_full.tiff,image/tiff,24896318,https://drive.google.com/file/d/1fvd2cjjkLvcl-DgWfBdER5xb7jNRusLX/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1fvd2cjjkLvcl-DgWfBdER5xb7jNRusLX,Electronics,Tablets,Apple,iPad 11,Grade_A,Face_Down,195950084931,3N789LL/A,2025-08-21T08:24:36,Elgato
1WyotMeHsIS1CUyqbJDUJ4uIwmebpa_OT,195950084931_GradeA_up_20250821_082425_full.tiff,image/tiff,24896318,https://drive.google.com/file/d/1WyotMeHsIS1CUyqbJDUJ4uIwmebpa_OT/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1WyotMeHsIS1CUyqbJDUJ4uIwmebpa_OT,Electronics,Tablets,Apple,iPad 11,Grade_A,Face_Up,195950084931,3N789LL/A,2025-08-21T08:24:25,Elgato
1v411tpfyK-gzTSngr0DpZU4HYCs5seJw,195950084931_GradeA_up_20250821_082414_full.tiff,image/tiff,24896318,https://drive.google.com/file/d/1v411tpfyK-gzTSngr0DpZU4HYCs5seJw/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1v411tpfyK-gzTSngr0DpZU4HYCs5seJw,Electronics,Tablets,Apple,iPad 11,Grade_A,Face_Up,195950084931,3N789LL/A,2025-08-21T08:24:14,Elgato
1KCu_pwKGKCa0IFkTy74XHJJ1BjTdIUV_,195950084931_GradeA_up_20250821_082402_full.tiff,image/tiff,24896318,https://drive.google.com/file/d/1KCu_pwKGKCa0IFkTy74XHJJ1BjTdIUV_/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1KCu_pwKGKCa0IFkTy74XHJJ1BjTdIUV_,Electronics,Tablets,Apple,iPad 11,Grade_A,Face_Up,195950084931,3N789LL/A,2025-08-21T08:24:02,Elgato
1QPig7ODNRCAyC1qgUMtQpSLiGE02EeDB,194252796757_GradeA_down_20250821_082312_full.tiff,image/tiff,24896318,https://drive.google.com/file/d/1QPig7ODNRCAyC1qgUMtQpSLiGE02EeDB/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1QPig7ODNRCAyC1qgUMtQpSLiGE02EeDB,Electronics,Tablets,Apple,iPad Air 5,Grade_A,Face_Down,194252796757,MM9L3FD/A,2025-08-21T08:23:12,Elgato
120itTcGqXwnxn3hGuPIq01a92XwKxeAM,194252796757_GradeA_down_20250821_082302_full.tiff,image/tiff,24896318,https://drive.google.com/file/d/120itTcGqXwnxn3hGuPIq01a92XwKxeAM/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=120itTcGqXwnxn3hGuPIq01a92XwKxeAM,Electronics,Tablets,Apple,iPad Air 5,Grade_A,Face_Down,194252796757,MM9L3FD/A,2025-08-21T08:23:02,Elgato
1T1G_p3Q979cJ04-CUmssyFtmOHiNWBjs,194252796757_GradeA_down_20250821_082250_full.tiff,image/tiff,24896318,https://drive.google.com/file/d/1T1G_p3Q979cJ04-CUmssyFtmOHiNWBjs/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1T1G_p3Q979cJ04-CUmssyFtmOHiNWBjs,Electronics,Tablets,Apple,iPad Air 5,Grade_A,Face_Down,194252796757,MM9L3FD/A,2025-08-21T08:22:50,Elgato
1fmafK66hPBvYOimlysCx68U3gpo0mqGu,194252796757_GradeA_up_20250821_082241_full.tiff,image/tiff,24896318,https://drive.google.com/file/d/1fmafK66hPBvYOimlysCx68U3gpo0mqGu/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1fmafK66hPBvYOimlysCx68U3gpo0mqGu,Electronics,Tablets,Apple,iPad Air 5,Grade_A,Face_Up,194252796757,MM9L3FD/A,2025-08-21T08:22:41,Elgato
126vIRgADbIE5odWLoNzO1txJIkRpJyDF,194252796757_GradeA_up_20250821_082230_full.tiff,image/tiff,24896318,https://drive.google.com/file/d/126vIRgADbIE5odWLoNzO1txJIkRpJyDF/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=126vIRgADbIE5odWLoNzO1txJIkRpJyDF,Electronics,Tablets,Apple,iPad Air 5,Grade_A,Face_Up,194252796757,MM9L3FD/A,2025-08-21T08:22:30,Elgato
1h2fEKpoPpINawUZn5qaxsUthzCMKx3WI,194252796757_GradeA_up_20250821_082218_full.tiff,image/tiff,24896318,https://drive.google.com/file/d/1h2fEKpoPpINawUZn5qaxsUthzCMKx3WI/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1h2fEKpoPpINawUZn5qaxsUthzCMKx3WI,Electronics,Tablets,Apple,iPad Air 5,Grade_A,Face_Up,194252796757,MM9L3FD/A,2025-08-21T08:22:18,Elgato
1oxoLmqTf6uIwPT-gwrJ_YZ1MomDkb78T,195949191107_GradeA_down_20250821_082150_full.tiff,image/tiff,24896318,https://drive.google.com/file/d/1oxoLmqTf6uIwPT-gwrJ_YZ1MomDkb78T/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1oxoLmqTf6uIwPT-gwrJ_YZ1MomDkb78T,Electronics,Tablets,Apple,iPad Air 6 11-inch,Grade_A,Face_Down,195949191107,MUWP3LL/A,2025-08-21T08:21:50,Elgato
1aQLQbN0EIWjEtPdpfz4kV1JXskKUR_i6,195949191107_GradeA_down_20250821_082140_full.tiff,image/tiff,24896318,https://drive.google.com/file/d/1aQLQbN0EIWjEtPdpfz4kV1JXskKUR_i6/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1aQLQbN0EIWjEtPdpfz4kV1JXskKUR_i6,Electronics,Tablets,Apple,iPad Air 6 11-inch,Grade_A,Face_Down,195949191107,MUWP3LL/A,2025-08-21T08:21:40,Elgato
1kfUALaVobAkkjOBIJNcKiO0fAJWEbViW,195949191107_GradeA_down_20250821_082129_full.tiff,image/tiff,24896318,https://drive.google.com/file/d/1kfUALaVobAkkjOBIJNcKiO0fAJWEbViW/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1kfUALaVobAkkjOBIJNcKiO0fAJWEbViW,Electronics,Tablets,Apple,iPad Air 6 11-inch,Grade_A,Face_Down,195949191107,MUWP3LL/A,2025-08-21T08:21:29,Elgato
1jGkhZ6K7HlGYSHFV3yXJmu4giIlbYOJ_,195949191107_GradeA_up_20250821_082120_full.tiff,image/tiff,24896318,https://drive.google.com/file/d/1jGkhZ6K7HlGYSHFV3yXJmu4giIlbYOJ_/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1jGkhZ6K7HlGYSHFV3yXJmu4giIlbYOJ_,Electronics,Tablets,Apple,iPad Air 6 11-inch,Grade_A,Face_Up,195949191107,MUWP3LL/A,2025-08-21T08:21:20,Elgato
1gCk1TkLSUK3K5SGnK1HEmWG8413YgwLH,195949191107_GradeA_up_20250821_082109_full.tiff,image/tiff,24896318,https://drive.google.com/file/d/1gCk1TkLSUK3K5SGnK1HEmWG8413YgwLH/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1gCk1TkLSUK3K5SGnK1HEmWG8413YgwLH,Electronics,Tablets,Apple,iPad Air 6 11-inch,Grade_A,Face_Up,195949191107,MUWP3LL/A,2025-08-21T08:21:09,Elgato
1gA9zYxGiSYj3DBm1RBy1I2CFAAD6Gyuu,195949191107_GradeA_up_20250821_082059_full.tiff,image/tiff,24896318,https://drive.google.com/file/d/1gA9zYxGiSYj3DBm1RBy1I2CFAAD6Gyuu/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1gA9zYxGiSYj3DBm1RBy1I2CFAAD6Gyuu,Electronics,Tablets,Apple,iPad Air 6 11-inch,Grade_A,Face_Up,195949191107,MUWP3LL/A,2025-08-21T08:20:59,Elgato
16AtFq3ERfAEaWNwHvfSC8W8nYXv8Ez7s,195949191107_GradeA_down_20250821_082009_full.tiff,image/tiff,24896318,https://drive.google.com/file/d/16AtFq3ERfAEaWNwHvfSC8W8nYXv8Ez7s/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=16AtFq3ERfAEaWNwHvfSC8W8nYXv8Ez7s,Electronics,Tablets,Apple,iPad Air 6 11-inch,Grade_A,Face_Down,195949191107,MUWP3LL/A,2025-08-21T08:20:09,Elgato
1ejn5vTdJmdLo2shOzMwP-pwgsEC7jK2e,195949191107_GradeA_down_20250821_081958_full.tiff,image/tiff,24896318,https://drive.google.com/file/d/1ejn5vTdJmdLo2shOzMwP-pwgsEC7jK2e/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1ejn5vTdJmdLo2shOzMwP-pwgsEC7jK2e,Electronics,Tablets,Apple,iPad Air 6 11-inch,Grade_A,Face_Down,195949191107,MUWP3LL/A,2025-08-21T08:19:58,Elgato
1Lvao3rX6e8VcsY2BBVK9OvW5UAP66SnC,195949191107_GradeA_down_20250821_081947_full.tiff,image/tiff,24896318,https://drive.google.com/file/d/1Lvao3rX6e8VcsY2BBVK9OvW5UAP66SnC/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1Lvao3rX6e8VcsY2BBVK9OvW5UAP66SnC,Electronics,Tablets,Apple,iPad Air 6 11-inch,Grade_A,Face_Down,195949191107,MUWP3LL/A,2025-08-21T08:19:47,Elgato
1G5FzxqFjCW9bvjtase3jwNe7vVESg5hu,195949191107_GradeA_up_20250821_081937_full.tiff,image/tiff,24896318,https://drive.google.com/file/d/1G5FzxqFjCW9bvjtase3jwNe7vVESg5hu/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1G5FzxqFjCW9bvjtase3jwNe7vVESg5hu,Electronics,Tablets,Apple,iPad Air 6 11-inch,Grade_A,Face_Up,195949191107,MUWP3LL/A,2025-08-21T08:19:37,Elgato
1xwjoOQsu4pdvLw6U2LMzRzPMxVw7Y87A,195949191107_GradeA_up_20250821_081926_full.tiff,image/tiff,24896318,https://drive.google.com/file/d/1xwjoOQsu4pdvLw6U2LMzRzPMxVw7Y87A/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1xwjoOQsu4pdvLw6U2LMzRzPMxVw7Y87A,Electronics,Tablets,Apple,iPad Air 6 11-inch,Grade_A,Face_Up,195949191107,MUWP3LL/A,2025-08-21T08:19:26,Elgato
18QfggmtZPKVxFtnBi4IY6CL_fRqIOPtq,195949191107_GradeA_up_20250821_081916_full.tiff,image/tiff,24896318,https://drive.google.com/file/d/18QfggmtZPKVxFtnBi4IY6CL_fRqIOPtq/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=18QfggmtZPKVxFtnBi4IY6CL_fRqIOPtq,Electronics,Tablets,Apple,iPad Air 6 11-inch,Grade_A,Face_Up,195949191107,MUWP3LL/A,2025-08-21T08:19:16,Elgato
12Adx5d9uBYr4J9FgSZm7Sv3ky9W2pu5A,190199653511_GradeA_down_20250821_081831_full.tiff,image/tiff,24896318,https://drive.google.com/file/d/12Adx5d9uBYr4J9FgSZm7Sv3ky9W2pu5A/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=12Adx5d9uBYr4J9FgSZm7Sv3ky9W2pu5A,Electronics,Tablets,Apple,iPad Pro 4 12.9-inch,Grade_A,Face_Down,190199653511,3G933LL/A,2025-08-21T08:18:31,Elgato
1zCwe5WS-bdwW_VLEFhFFW_-CQo6JhF08,190199653511_GradeA_down_20250821_081818_full.tiff,image/tiff,24896318,https://drive.google.com/file/d/1zCwe5WS-bdwW_VLEFhFFW_-CQo6JhF08/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1zCwe5WS-bdwW_VLEFhFFW_-CQo6JhF08,Electronics,Tablets,Apple,iPad Pro 4 12.9-inch,Grade_A,Face_Down,190199653511,3G933LL/A,2025-08-21T08:18:18,Elgato
1KZdaZsKDwW0Nz4gjRUho5qCJOpNKLfiw,190199653511_GradeA_down_20250821_081806_full.tiff,image/tiff,24896318,https://drive.google.com/file/d/1KZdaZsKDwW0Nz4gjRUho5qCJOpNKLfiw/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1KZdaZsKDwW0Nz4gjRUho5qCJOpNKLfiw,Electronics,Tablets,Apple,iPad Pro 4 12.9-inch,Grade_A,Face_Down,190199653511,3G933LL/A,2025-08-21T08:18:06,Elgato
