path,filename,product_name,model,condition,barcode,anomaly_type,is_anomaly
./extracted_data/clarity_dataset_v6\test\Samsung_Galaxy_Watch4_40_mm_Good\887276552446_GradeA_down_20250821_085915_full.jpg,887276552446_GradeA_down_20250821_085915_full.jpg,Samsung_Galaxy_Watch4_40,mm,Good,887276552446,Grade A,False
./extracted_data/clarity_dataset_v6\test\Samsung_Galaxy_Watch4_40_mm_Good\887276552446_GradeA_down_20250821_085925_full.jpg,887276552446_GradeA_down_20250821_085925_full.jpg,Samsung_Galaxy_Watch4_40,mm,Good,887276552446,Grade A,False
./extracted_data/clarity_dataset_v6\train\AirPods_3_Good\194253324034_Mint_down_20250819_143522_full.jpg,194253324034_Mint_down_20250819_143522_full.jpg,AirPods,3,Good,194253324034,Grade A,False
./extracted_data/clarity_dataset_v6\train\AirPods_3_Good\194253324034_Mint_down_20250819_143542_full.jpg,194253324034_Mint_down_20250819_143542_full.jpg,AirPods,3,Good,194253324034,Grade A,False
./extracted_data/clarity_dataset_v6\train\AirPods_3_Good\194253324034_Mint_up_20250819_143452_full.jpg,194253324034_Mint_up_20250819_143452_full.jpg,AirPods,3,Good,194253324034,Grade A,False
./extracted_data/clarity_dataset_v6\train\AirPods_3_Good\194253324034_Mint_up_20250819_143502_full.jpg,194253324034_Mint_up_20250819_143502_full.jpg,AirPods,3,Good,194253324034,Grade A,False
./extracted_data/clarity_dataset_v6\train\AirPods_3_Good\194253324034_Mint_up_20250819_143512_full.jpg,194253324034_Mint_up_20250819_143512_full.jpg,AirPods,3,Good,194253324034,Grade A,False
./extracted_data/clarity_dataset_v6\train\AirPods_3_Good\195949743597_GradeA_down_20250820_103211_full.jpg,195949743597_GradeA_down_20250820_103211_full.jpg,AirPods,3,Good,195949743597,Grade A,False
./extracted_data/clarity_dataset_v6\train\AirPods_3_Good\195949743597_GradeA_down_20250820_103224_full.jpg,195949743597_GradeA_down_20250820_103224_full.jpg,AirPods,3,Good,195949743597,Grade A,False
./extracted_data/clarity_dataset_v6\train\AirPods_3_Good\195949743597_GradeA_up_20250820_103121_full.jpg,195949743597_GradeA_up_20250820_103121_full.jpg,AirPods,3,Good,195949743597,Grade A,False
./extracted_data/clarity_dataset_v6\train\AirPods_3_Good\195949743597_GradeA_up_20250820_103133_full.jpg,195949743597_GradeA_up_20250820_103133_full.jpg,AirPods,3,Good,195949743597,Grade A,False
./extracted_data/clarity_dataset_v6\train\AirPods_3_Good\195949743597_GradeA_up_20250820_103144_full.jpg,195949743597_GradeA_up_20250820_103144_full.jpg,AirPods,3,Good,195949743597,Grade A,False
./extracted_data/clarity_dataset_v6\train\AirPods_3_Good\195949743597_Mint_down_20250819_141359_full.jpg,195949743597_Mint_down_20250819_141359_full.jpg,AirPods,3,Good,195949743597,Grade A,False
./extracted_data/clarity_dataset_v6\train\AirPods_3_Good\195949743597_Mint_up_20250819_141319_full.jpg,195949743597_Mint_up_20250819_141319_full.jpg,AirPods,3,Good,195949743597,Grade A,False
./extracted_data/clarity_dataset_v6\train\AirPods_3_Good\195949743597_Mint_up_20250819_141329_full.jpg,195949743597_Mint_up_20250819_141329_full.jpg,AirPods,3,Good,195949743597,Grade A,False
./extracted_data/clarity_dataset_v6\train\AirPods_3_Good\195949743597_Mint_up_20250819_141339_full.jpg,195949743597_Mint_up_20250819_141339_full.jpg,AirPods,3,Good,195949743597,Grade A,False
./extracted_data/clarity_dataset_v6\train\AirPods_3_Good\195949743603_Mint_down_20250819_143645_full.jpg,195949743603_Mint_down_20250819_143645_full.jpg,AirPods,3,Good,195949743603,Grade A,False
./extracted_data/clarity_dataset_v6\train\AirPods_3_Good\195949743603_Mint_down_20250819_143654_full.jpg,195949743603_Mint_down_20250819_143654_full.jpg,AirPods,3,Good,195949743603,Grade A,False
./extracted_data/clarity_dataset_v6\train\AirPods_3_Good\195949743603_Mint_down_20250819_143704_full.jpg,195949743603_Mint_down_20250819_143704_full.jpg,AirPods,3,Good,195949743603,Grade A,False
./extracted_data/clarity_dataset_v6\train\AirPods_3_Good\195949743603_Mint_up_20250819_143613_full.jpg,195949743603_Mint_up_20250819_143613_full.jpg,AirPods,3,Good,195949743603,Grade A,False
./extracted_data/clarity_dataset_v6\train\AirPods_3_Good\195949743603_Mint_up_20250819_143623_full.jpg,195949743603_Mint_up_20250819_143623_full.jpg,AirPods,3,Good,195949743603,Grade A,False
./extracted_data/clarity_dataset_v6\train\AirPods_4_Counterfeit\195949688522_Counterfeit_down_20250821_094435_full.jpg,195949688522_Counterfeit_down_20250821_094435_full.jpg,AirPods,4,Counterfeit,195949688522,Counterfeit,True
./extracted_data/clarity_dataset_v6\train\AirPods_4_Counterfeit\195949688522_Counterfeit_down_20250821_094609_full.jpg,195949688522_Counterfeit_down_20250821_094609_full.jpg,AirPods,4,Counterfeit,195949688522,Counterfeit,True
./extracted_data/clarity_dataset_v6\train\AirPods_4_Counterfeit\195949688522_Counterfeit_up_20250821_094424_full.jpg,195949688522_Counterfeit_up_20250821_094424_full.jpg,AirPods,4,Counterfeit,195949688522,Counterfeit,True
./extracted_data/clarity_dataset_v6\train\AirPods_4_Counterfeit\195949688522_Counterfeit_up_20250821_094559_full.jpg,195949688522_Counterfeit_up_20250821_094559_full.jpg,AirPods,4,Counterfeit,195949688522,Counterfeit,True
./extracted_data/clarity_dataset_v6\train\AirPods_4_Counterfeit\195949689604_Counterfeit_up_20250821_094507_full.jpg,195949689604_Counterfeit_up_20250821_094507_full.jpg,AirPods,4,Counterfeit,195949689604,Counterfeit,True
./extracted_data/clarity_dataset_v6\train\AirPods_4_Good\195949688522_GradeA_down_20250820_102959_full.jpg,195949688522_GradeA_down_20250820_102959_full.jpg,AirPods,4,Good,195949688522,Grade A,False
./extracted_data/clarity_dataset_v6\train\AirPods_4_Good\195949688522_GradeA_down_20250820_103011_full.jpg,195949688522_GradeA_down_20250820_103011_full.jpg,AirPods,4,Good,195949688522,Grade A,False
./extracted_data/clarity_dataset_v6\train\AirPods_4_Good\195949688522_GradeA_up_20250820_102922_full.jpg,195949688522_GradeA_up_20250820_102922_full.jpg,AirPods,4,Good,195949688522,Grade A,False
./extracted_data/clarity_dataset_v6\train\AirPods_4_Good\195949688522_GradeA_up_20250820_102934_full.jpg,195949688522_GradeA_up_20250820_102934_full.jpg,AirPods,4,Good,195949688522,Grade A,False
./extracted_data/clarity_dataset_v6\train\AirPods_4_Good\195949688522_GradeA_up_20250820_102945_full.jpg,195949688522_GradeA_up_20250820_102945_full.jpg,AirPods,4,Good,195949688522,Grade A,False
./extracted_data/clarity_dataset_v6\train\AirPods_4_Good\195949689604_GradeA_down_20250821_074108_full.jpg,195949689604_GradeA_down_20250821_074108_full.jpg,AirPods,4,Good,195949689604,Grade A,False
./extracted_data/clarity_dataset_v6\train\AirPods_4_Good\195949689604_GradeA_down_20250821_074147_full.jpg,195949689604_GradeA_down_20250821_074147_full.jpg,AirPods,4,Good,195949689604,Grade A,False
./extracted_data/clarity_dataset_v6\train\AirPods_4_Good\195949689604_GradeA_down_20250821_074200_full.jpg,195949689604_GradeA_down_20250821_074200_full.jpg,AirPods,4,Good,195949689604,Grade A,False
./extracted_data/clarity_dataset_v6\train\AirPods_4_Good\195949689604_GradeA_down_20250821_074329_full.jpg,195949689604_GradeA_down_20250821_074329_full.jpg,AirPods,4,Good,195949689604,Grade A,False
./extracted_data/clarity_dataset_v6\train\AirPods_4_Good\195949689604_GradeA_down_20250821_074349_full.jpg,195949689604_GradeA_down_20250821_074349_full.jpg,AirPods,4,Good,195949689604,Grade A,False
./extracted_data/clarity_dataset_v6\train\AirPods_4_Good\195949689604_GradeA_down_20250821_074543_full.jpg,195949689604_GradeA_down_20250821_074543_full.jpg,AirPods,4,Good,195949689604,Grade A,False
./extracted_data/clarity_dataset_v6\train\AirPods_4_Good\195949689604_GradeA_up_20250821_074028_full.jpg,195949689604_GradeA_up_20250821_074028_full.jpg,AirPods,4,Good,195949689604,Grade A,False
./extracted_data/clarity_dataset_v6\train\AirPods_4_Good\195949689604_GradeA_up_20250821_074045_full.jpg,195949689604_GradeA_up_20250821_074045_full.jpg,AirPods,4,Good,195949689604,Grade A,False
./extracted_data/clarity_dataset_v6\train\AirPods_4_Good\195949689604_GradeA_up_20250821_074057_full.jpg,195949689604_GradeA_up_20250821_074057_full.jpg,AirPods,4,Good,195949689604,Grade A,False
./extracted_data/clarity_dataset_v6\train\AirPods_4_Good\195949689604_GradeA_up_20250821_074255_full.jpg,195949689604_GradeA_up_20250821_074255_full.jpg,AirPods,4,Good,195949689604,Grade A,False
./extracted_data/clarity_dataset_v6\train\AirPods_4_Good\195949689604_GradeA_up_20250821_074308_full.jpg,195949689604_GradeA_up_20250821_074308_full.jpg,AirPods,4,Good,195949689604,Grade A,False
./extracted_data/clarity_dataset_v6\train\AirPods_4_Good\195949689604_GradeA_up_20250821_074421_full.jpg,195949689604_GradeA_up_20250821_074421_full.jpg,AirPods,4,Good,195949689604,Grade A,False
./extracted_data/clarity_dataset_v6\train\AirPods_4_Good\195949689604_GradeA_up_20250821_074457_full.jpg,195949689604_GradeA_up_20250821_074457_full.jpg,AirPods,4,Good,195949689604,Grade A,False
./extracted_data/clarity_dataset_v6\train\AirPods_4_Good\195949689604_GradeA_up_20250821_074532_full.jpg,195949689604_GradeA_up_20250821_074532_full.jpg,AirPods,4,Good,195949689604,Grade A,False
./extracted_data/clarity_dataset_v6\train\AirPods_Max_1_Counterfeit\194252244944_Counterfeit_down_20250821_094957_full.jpg,194252244944_Counterfeit_down_20250821_094957_full.jpg,AirPods_Max,1,Counterfeit,194252244944,Counterfeit,True
./extracted_data/clarity_dataset_v6\train\AirPods_Max_1_Counterfeit\194252244944_Counterfeit_down_20250821_095214_full.jpg,194252244944_Counterfeit_down_20250821_095214_full.jpg,AirPods_Max,1,Counterfeit,194252244944,Counterfeit,True
./extracted_data/clarity_dataset_v6\train\AirPods_Max_1_Counterfeit\194252244944_Counterfeit_up_20250821_095204_full.jpg,194252244944_Counterfeit_up_20250821_095204_full.jpg,AirPods_Max,1,Counterfeit,194252244944,Counterfeit,True
./extracted_data/clarity_dataset_v6\train\AirPods_Max_1_Good\194252244944_GradeA_down_20250821_075253_full.jpg,194252244944_GradeA_down_20250821_075253_full.jpg,AirPods_Max,1,Good,194252244944,Grade A,False
./extracted_data/clarity_dataset_v6\train\AirPods_Max_1_Good\194252244944_GradeA_down_20250821_075320_full.jpg,194252244944_GradeA_down_20250821_075320_full.jpg,AirPods_Max,1,Good,194252244944,Grade A,False
./extracted_data/clarity_dataset_v6\train\AirPods_Max_1_Good\194252244944_GradeA_up_20250821_075220_full.jpg,194252244944_GradeA_up_20250821_075220_full.jpg,AirPods_Max,1,Good,194252244944,Grade A,False
./extracted_data/clarity_dataset_v6\train\AirPods_Max_1_Good\194252244944_GradeA_up_20250821_075242_full.jpg,194252244944_GradeA_up_20250821_075242_full.jpg,AirPods_Max,1,Good,194252244944,Grade A,False
./extracted_data/clarity_dataset_v6\train\AirPods_Max_1_Good\194252245033_GradeA_down_20250820_093651_full.jpg,194252245033_GradeA_down_20250820_093651_full.jpg,AirPods_Max,1,Good,194252245033,Grade A,False
./extracted_data/clarity_dataset_v6\train\AirPods_Max_1_Good\194252245033_GradeA_down_20250820_093704_full.jpg,194252245033_GradeA_down_20250820_093704_full.jpg,AirPods_Max,1,Good,194252245033,Grade A,False
./extracted_data/clarity_dataset_v6\train\AirPods_Max_1_Good\194252245033_GradeA_down_20250820_093717_full.jpg,194252245033_GradeA_down_20250820_093717_full.jpg,AirPods_Max,1,Good,194252245033,Grade A,False
./extracted_data/clarity_dataset_v6\train\AirPods_Max_1_Good\194252245033_GradeA_up_20250820_093611_full.jpg,194252245033_GradeA_up_20250820_093611_full.jpg,AirPods_Max,1,Good,194252245033,Grade A,False
./extracted_data/clarity_dataset_v6\train\AirPods_Max_1_Good\194252245033_GradeA_up_20250820_093624_full.jpg,194252245033_GradeA_up_20250820_093624_full.jpg,AirPods_Max,1,Good,194252245033,Grade A,False
./extracted_data/clarity_dataset_v6\train\AirPods_Max_1_Good\194252245033_GradeA_up_20250820_093638_full.jpg,194252245033_GradeA_up_20250820_093638_full.jpg,AirPods_Max,1,Good,194252245033,Grade A,False
./extracted_data/clarity_dataset_v6\train\AirPods_Max_2_Counterfeit\195949544170_Counterfeit_down_20250821_095052_full.jpg,195949544170_Counterfeit_down_20250821_095052_full.jpg,AirPods_Max,2,Counterfeit,195949544170,Counterfeit,True
./extracted_data/clarity_dataset_v6\train\AirPods_Max_2_Counterfeit\195949544316_Counterfeit_down_20250821_094856_full.jpg,195949544316_Counterfeit_down_20250821_094856_full.jpg,AirPods_Max,2,Counterfeit,195949544316,Counterfeit,True
./extracted_data/clarity_dataset_v6\train\AirPods_Max_2_Counterfeit\195949544316_Counterfeit_up_20250821_094845_full.jpg,195949544316_Counterfeit_up_20250821_094845_full.jpg,AirPods_Max,2,Counterfeit,195949544316,Counterfeit,True
./extracted_data/clarity_dataset_v6\train\AirPods_Max_2_Counterfeit\195949544453_Mint_down_20250819_170341_full.jpg,195949544453_Mint_down_20250819_170341_full.jpg,AirPods_Max,2,Counterfeit,195949544453,Counterfeit,True
./extracted_data/clarity_dataset_v6\train\AirPods_Max_2_Counterfeit\195949544453_Mint_down_20250819_170352_full.jpg,195949544453_Mint_down_20250819_170352_full.jpg,AirPods_Max,2,Counterfeit,195949544453,Counterfeit,True
./extracted_data/clarity_dataset_v6\train\AirPods_Max_2_Counterfeit\195949544453_Mint_down_20250819_170405_full.jpg,195949544453_Mint_down_20250819_170405_full.jpg,AirPods_Max,2,Counterfeit,195949544453,Counterfeit,True
./extracted_data/clarity_dataset_v6\train\AirPods_Max_2_Counterfeit\195949544453_Mint_up_20250819_170302_full.jpg,195949544453_Mint_up_20250819_170302_full.jpg,AirPods_Max,2,Counterfeit,195949544453,Counterfeit,True
./extracted_data/clarity_dataset_v6\train\AirPods_Max_2_Counterfeit\195949544453_Mint_up_20250819_170318_full.jpg,195949544453_Mint_up_20250819_170318_full.jpg,AirPods_Max,2,Counterfeit,195949544453,Counterfeit,True
./extracted_data/clarity_dataset_v6\train\AirPods_Max_2_Good\195949543890_Mint_down_20250819_170052_full.jpg,195949543890_Mint_down_20250819_170052_full.jpg,AirPods_Max,2,Good,195949543890,Grade A,False
./extracted_data/clarity_dataset_v6\train\AirPods_Max_2_Good\195949543890_Mint_down_20250819_170104_full.jpg,195949543890_Mint_down_20250819_170104_full.jpg,AirPods_Max,2,Good,195949543890,Grade A,False
./extracted_data/clarity_dataset_v6\train\AirPods_Max_2_Good\195949543890_Mint_down_20250819_170114_full.jpg,195949543890_Mint_down_20250819_170114_full.jpg,AirPods_Max,2,Good,195949543890,Grade A,False
./extracted_data/clarity_dataset_v6\train\AirPods_Max_2_Good\195949543890_Mint_up_20250819_170021_full.jpg,195949543890_Mint_up_20250819_170021_full.jpg,AirPods_Max,2,Good,195949543890,Grade A,False
./extracted_data/clarity_dataset_v6\train\AirPods_Max_2_Good\195949543890_Mint_up_20250819_170031_full.jpg,195949543890_Mint_up_20250819_170031_full.jpg,AirPods_Max,2,Good,195949543890,Grade A,False
./extracted_data/clarity_dataset_v6\train\AirPods_Max_2_Good\195949543890_Mint_up_20250819_170041_full.jpg,195949543890_Mint_up_20250819_170041_full.jpg,AirPods_Max,2,Good,195949543890,Grade A,False
./extracted_data/clarity_dataset_v6\train\AirPods_Max_2_Good\195949544033_GradeA_down_20250820_093415_full.jpg,195949544033_GradeA_down_20250820_093415_full.jpg,AirPods_Max,2,Good,195949544033,Grade A,False
./extracted_data/clarity_dataset_v6\train\AirPods_Max_2_Good\195949544033_GradeA_down_20250820_093429_full.jpg,195949544033_GradeA_down_20250820_093429_full.jpg,AirPods_Max,2,Good,195949544033,Grade A,False
./extracted_data/clarity_dataset_v6\train\AirPods_Max_2_Good\195949544033_GradeA_down_20250820_093442_full.jpg,195949544033_GradeA_down_20250820_093442_full.jpg,AirPods_Max,2,Good,195949544033,Grade A,False
./extracted_data/clarity_dataset_v6\train\AirPods_Max_2_Good\195949544033_GradeA_up_20250820_093329_full.jpg,195949544033_GradeA_up_20250820_093329_full.jpg,AirPods_Max,2,Good,195949544033,Grade A,False
./extracted_data/clarity_dataset_v6\train\AirPods_Max_2_Good\195949544033_GradeA_up_20250820_093349_full.jpg,195949544033_GradeA_up_20250820_093349_full.jpg,AirPods_Max,2,Good,195949544033,Grade A,False
./extracted_data/clarity_dataset_v6\train\AirPods_Max_2_Good\195949544033_GradeA_up_20250820_093402_full.jpg,195949544033_GradeA_up_20250820_093402_full.jpg,AirPods_Max,2,Good,195949544033,Grade A,False
./extracted_data/clarity_dataset_v6\train\AirPods_Max_2_Good\195949544170_Mint_down_20250819_170233_full.jpg,195949544170_Mint_down_20250819_170233_full.jpg,AirPods_Max,2,Good,195949544170,Grade A,False
./extracted_data/clarity_dataset_v6\train\AirPods_Max_2_Good\195949544170_Mint_up_20250819_170139_full.jpg,195949544170_Mint_up_20250819_170139_full.jpg,AirPods_Max,2,Good,195949544170,Grade A,False
./extracted_data/clarity_dataset_v6\train\AirPods_Max_2_Good\195949544170_Mint_up_20250819_170153_full.jpg,195949544170_Mint_up_20250819_170153_full.jpg,AirPods_Max,2,Good,195949544170,Grade A,False
./extracted_data/clarity_dataset_v6\train\AirPods_Max_2_Good\195949544316_GradeA_down_20250821_075419_full.jpg,195949544316_GradeA_down_20250821_075419_full.jpg,AirPods_Max,2,Good,195949544316,Grade A,False
./extracted_data/clarity_dataset_v6\train\AirPods_Max_2_Good\195949544316_GradeA_down_20250821_075439_full.jpg,195949544316_GradeA_down_20250821_075439_full.jpg,AirPods_Max,2,Good,195949544316,Grade A,False
./extracted_data/clarity_dataset_v6\train\AirPods_Max_2_Good\195949544316_GradeA_up_20250821_075347_full.jpg,195949544316_GradeA_up_20250821_075347_full.jpg,AirPods_Max,2,Good,195949544316,Grade A,False
./extracted_data/clarity_dataset_v6\train\AirPods_Max_2_Good\195949544316_GradeA_up_20250821_075358_full.jpg,195949544316_GradeA_up_20250821_075358_full.jpg,AirPods_Max,2,Good,195949544316,Grade A,False
./extracted_data/clarity_dataset_v6\train\AirPods_Max_2_Good\195949544316_GradeA_up_20250821_075409_full.jpg,195949544316_GradeA_up_20250821_075409_full.jpg,AirPods_Max,2,Good,195949544316,Grade A,False
./extracted_data/clarity_dataset_v6\train\AirPods_Max_2_Good\195949544453_GradeA_down_20250820_094427_full.jpg,195949544453_GradeA_down_20250820_094427_full.jpg,AirPods_Max,2,Good,195949544453,Grade A,False
./extracted_data/clarity_dataset_v6\train\AirPods_Max_2_Good\195949544453_GradeA_up_20250820_094346_full.jpg,195949544453_GradeA_up_20250820_094346_full.jpg,AirPods_Max,2,Good,195949544453,Grade A,False
./extracted_data/clarity_dataset_v6\train\AirPods_Max_2_Good\195949544453_GradeA_up_20250820_094400_full.jpg,195949544453_GradeA_up_20250820_094400_full.jpg,AirPods_Max,2,Good,195949544453,Grade A,False
./extracted_data/clarity_dataset_v6\train\AirPods_Max_2_Good\195949544453_GradeA_up_20250820_094413_full.jpg,195949544453_GradeA_up_20250820_094413_full.jpg,AirPods_Max,2,Good,195949544453,Grade A,False
./extracted_data/clarity_dataset_v6\train\AirPods_Pro_2_Counterfeit\195949704529_Counterfeit_down_20250821_094653_full.jpg,195949704529_Counterfeit_down_20250821_094653_full.jpg,AirPods_Pro,2,Counterfeit,195949704529,Counterfeit,True
./extracted_data/clarity_dataset_v6\train\AirPods_Pro_2_Counterfeit\195949704529_Counterfeit_down_20250821_094812_full.jpg,195949704529_Counterfeit_down_20250821_094812_full.jpg,AirPods_Pro,2,Counterfeit,195949704529,Counterfeit,True
./extracted_data/clarity_dataset_v6\train\AirPods_Pro_2_Counterfeit\195949704529_Counterfeit_up_20250821_094644_full.jpg,195949704529_Counterfeit_up_20250821_094644_full.jpg,AirPods_Pro,2,Counterfeit,195949704529,Counterfeit,True
./extracted_data/clarity_dataset_v6\train\AirPods_Pro_2_Counterfeit\195949704529_Counterfeit_up_20250821_094718_full.jpg,195949704529_Counterfeit_up_20250821_094718_full.jpg,AirPods_Pro,2,Counterfeit,195949704529,Counterfeit,True
./extracted_data/clarity_dataset_v6\train\AirPods_Pro_2_Counterfeit\195949704529_Counterfeit_up_20250821_094803_full.jpg,195949704529_Counterfeit_up_20250821_094803_full.jpg,AirPods_Pro,2,Counterfeit,195949704529,Counterfeit,True
./extracted_data/clarity_dataset_v6\train\AirPods_Pro_2_Good\194252618356_Mint_down_20250819_160433_full.jpg,194252618356_Mint_down_20250819_160433_full.jpg,AirPods_Pro,2,Good,194252618356,Grade A,False
./extracted_data/clarity_dataset_v6\train\AirPods_Pro_2_Good\194252618356_Mint_up_20250819_160343_full.jpg,194252618356_Mint_up_20250819_160343_full.jpg,AirPods_Pro,2,Good,194252618356,Grade A,False
./extracted_data/clarity_dataset_v6\train\AirPods_Pro_2_Good\194253397168_GradeA_down_20250820_103335_full.jpg,194253397168_GradeA_down_20250820_103335_full.jpg,AirPods_Pro,2,Good,194253397168,Grade A,False
./extracted_data/clarity_dataset_v6\train\AirPods_Pro_2_Good\194253397168_GradeA_down_20250820_103348_full.jpg,194253397168_GradeA_down_20250820_103348_full.jpg,AirPods_Pro,2,Good,194253397168,Grade A,False
./extracted_data/clarity_dataset_v6\train\AirPods_Pro_2_Good\194253397168_GradeA_up_20250820_103257_full.jpg,194253397168_GradeA_up_20250820_103257_full.jpg,AirPods_Pro,2,Good,194253397168,Grade A,False
./extracted_data/clarity_dataset_v6\train\AirPods_Pro_2_Good\194253397168_GradeA_up_20250820_103310_full.jpg,194253397168_GradeA_up_20250820_103310_full.jpg,AirPods_Pro,2,Good,194253397168,Grade A,False
./extracted_data/clarity_dataset_v6\train\AirPods_Pro_2_Good\194253397168_GradeA_up_20250820_103322_full.jpg,194253397168_GradeA_up_20250820_103322_full.jpg,AirPods_Pro,2,Good,194253397168,Grade A,False
./extracted_data/clarity_dataset_v6\train\AirPods_Pro_2_Good\195949704529_GradeA_down_20250821_074826_full.jpg,195949704529_GradeA_down_20250821_074826_full.jpg,AirPods_Pro,2,Good,195949704529,Grade A,False
./extracted_data/clarity_dataset_v6\train\AirPods_Pro_2_Good\195949704529_GradeA_down_20250821_074924_full.jpg,195949704529_GradeA_down_20250821_074924_full.jpg,AirPods_Pro,2,Good,195949704529,Grade A,False
./extracted_data/clarity_dataset_v6\train\AirPods_Pro_2_Good\195949704529_GradeA_down_20250821_074934_full.jpg,195949704529_GradeA_down_20250821_074934_full.jpg,AirPods_Pro,2,Good,195949704529,Grade A,False
./extracted_data/clarity_dataset_v6\train\AirPods_Pro_2_Good\195949704529_GradeA_down_20250821_074944_full.jpg,195949704529_GradeA_down_20250821_074944_full.jpg,AirPods_Pro,2,Good,195949704529,Grade A,False
./extracted_data/clarity_dataset_v6\train\AirPods_Pro_2_Good\195949704529_GradeA_down_20250821_075058_full.jpg,195949704529_GradeA_down_20250821_075058_full.jpg,AirPods_Pro,2,Good,195949704529,Grade A,False
./extracted_data/clarity_dataset_v6\train\AirPods_Pro_2_Good\195949704529_GradeA_down_20250821_075108_full.jpg,195949704529_GradeA_down_20250821_075108_full.jpg,AirPods_Pro,2,Good,195949704529,Grade A,False
./extracted_data/clarity_dataset_v6\train\AirPods_Pro_2_Good\195949704529_GradeA_down_20250821_075119_full.jpg,195949704529_GradeA_down_20250821_075119_full.jpg,AirPods_Pro,2,Good,195949704529,Grade A,False
./extracted_data/clarity_dataset_v6\train\AirPods_Pro_2_Good\195949704529_GradeA_up_20250821_074731_full.jpg,195949704529_GradeA_up_20250821_074731_full.jpg,AirPods_Pro,2,Good,195949704529,Grade A,False
./extracted_data/clarity_dataset_v6\train\AirPods_Pro_2_Good\195949704529_GradeA_up_20250821_074742_full.jpg,195949704529_GradeA_up_20250821_074742_full.jpg,AirPods_Pro,2,Good,195949704529,Grade A,False
./extracted_data/clarity_dataset_v6\train\AirPods_Pro_2_Good\195949704529_GradeA_up_20250821_074752_full.jpg,195949704529_GradeA_up_20250821_074752_full.jpg,AirPods_Pro,2,Good,195949704529,Grade A,False
./extracted_data/clarity_dataset_v6\train\AirPods_Pro_2_Good\195949704529_GradeA_up_20250821_074853_full.jpg,195949704529_GradeA_up_20250821_074853_full.jpg,AirPods_Pro,2,Good,195949704529,Grade A,False
./extracted_data/clarity_dataset_v6\train\AirPods_Pro_2_Good\195949704529_GradeA_up_20250821_074903_full.jpg,195949704529_GradeA_up_20250821_074903_full.jpg,AirPods_Pro,2,Good,195949704529,Grade A,False
./extracted_data/clarity_dataset_v6\train\AirPods_Pro_2_Good\195949704529_GradeA_up_20250821_074914_full.jpg,195949704529_GradeA_up_20250821_074914_full.jpg,AirPods_Pro,2,Good,195949704529,Grade A,False
./extracted_data/clarity_dataset_v6\train\AirPods_Pro_2_Good\195949704529_GradeA_up_20250821_075038_full.jpg,195949704529_GradeA_up_20250821_075038_full.jpg,AirPods_Pro,2,Good,195949704529,Grade A,False
./extracted_data/clarity_dataset_v6\train\AirPods_Pro_2_Good\195949704529_GradeA_up_20250821_075048_full.jpg,195949704529_GradeA_up_20250821_075048_full.jpg,AirPods_Pro,2,Good,195949704529,Grade A,False
./extracted_data/clarity_dataset_v6\train\Apple_Watch_10_42mm_Cellular_Good\195949561085_GradeA_down_20250821_084754_full.jpg,195949561085_GradeA_down_20250821_084754_full.jpg,Apple_Watch_10_42mm,Cellular,Good,195949561085,Grade A,False
./extracted_data/clarity_dataset_v6\train\Apple_Watch_10_42mm_Cellular_Good\195949561085_GradeA_down_20250821_084816_full.jpg,195949561085_GradeA_down_20250821_084816_full.jpg,Apple_Watch_10_42mm,Cellular,Good,195949561085,Grade A,False
./extracted_data/clarity_dataset_v6\train\Apple_Watch_10_42mm_Cellular_Good\195949561085_GradeA_down_20250821_084914_full.jpg,195949561085_GradeA_down_20250821_084914_full.jpg,Apple_Watch_10_42mm,Cellular,Good,195949561085,Grade A,False
./extracted_data/clarity_dataset_v6\train\Apple_Watch_10_42mm_Cellular_Good\195949561085_GradeA_up_20250821_084722_full.jpg,195949561085_GradeA_up_20250821_084722_full.jpg,Apple_Watch_10_42mm,Cellular,Good,195949561085,Grade A,False
./extracted_data/clarity_dataset_v6\train\Apple_Watch_10_42mm_Cellular_Good\195949561085_GradeA_up_20250821_084733_full.jpg,195949561085_GradeA_up_20250821_084733_full.jpg,Apple_Watch_10_42mm,Cellular,Good,195949561085,Grade A,False
./extracted_data/clarity_dataset_v6\train\Apple_Watch_10_42mm_Cellular_Good\195949561085_GradeA_up_20250821_084743_full.jpg,195949561085_GradeA_up_20250821_084743_full.jpg,Apple_Watch_10_42mm,Cellular,Good,195949561085,Grade A,False
./extracted_data/clarity_dataset_v6\train\Apple_Watch_10_42mm_Cellular_Good\195949561085_GradeA_up_20250821_084838_full.jpg,195949561085_GradeA_up_20250821_084838_full.jpg,Apple_Watch_10_42mm,Cellular,Good,195949561085,Grade A,False
./extracted_data/clarity_dataset_v6\train\Apple_Watch_10_42mm_Cellular_Good\195949561085_GradeA_up_20250821_084851_full.jpg,195949561085_GradeA_up_20250821_084851_full.jpg,Apple_Watch_10_42mm,Cellular,Good,195949561085,Grade A,False
./extracted_data/clarity_dataset_v6\train\Apple_Watch_10_42mm_Cellular_Good\195949561085_GradeA_up_20250821_084902_full.jpg,195949561085_GradeA_up_20250821_084902_full.jpg,Apple_Watch_10_42mm,Cellular,Good,195949561085,Grade A,False
./extracted_data/clarity_dataset_v6\train\Apple_Watch_10_42mm_Cellular_Good\195949561115_Mint_down_20250819_154819_full.jpg,195949561115_Mint_down_20250819_154819_full.jpg,Apple_Watch_10_42mm,Cellular,Good,195949561115,Grade A,False
